epoch,train_loss,val_loss,val_tf_f1_micro,val_tf_prec_micro,val_tf_rec_micro,val_tf_f1_macro,val_tf_prec_macro,val_tf_rec_macro,val_tf_dice,val_tf_dice_soft,val_tf_bal_acc,val_tf_acc,val_tf_present_frac,val_tf_pred_pos_frac,val_tf_tgt_pos_frac,val_time_f1_micro,val_time_prec_micro,val_time_rec_micro,val_time_f1_macro,val_time_prec_macro,val_time_rec_macro,val_time_dice,val_time_dice_soft,val_time_bal_acc,val_time_acc,val_time_present_frac,val_time_pred_pos_frac,val_time_tgt_pos_frac,train_tf_f1_micro,train_tf_prec_micro,train_tf_rec_micro,train_tf_f1_macro,train_tf_prec_macro,train_tf_rec_macro,train_tf_dice,train_tf_dice_soft,train_tf_bal_acc,train_tf_acc,train_tf_present_frac,train_tf_pred_pos_frac,train_tf_tgt_pos_frac,train_time_f1_micro,train_time_prec_micro,train_time_rec_micro,train_time_f1_macro,train_time_prec_macro,train_time_rec_macro,train_time_dice,train_time_dice_soft,train_time_bal_acc,train_time_acc,train_time_present_frac,train_time_pred_pos_frac,train_time_tgt_pos_frac
1,0.270145,0.358828,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.329118,0.344333,0.337229,0.22209,0.757828,0.166319,0.329118,0.191862,0.463902,0.908881,0.490909,0.070388,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.39542,0.364054,0.448368,0.223795,0.503725,0.142928,0.39542,0.224428,0.526655,0.898473,0.991489,0.094226,0.071549
2,0.220781,0.308104,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.323905,0.299976,0.367659,0.453855,0.466688,0.213063,0.323905,0.206919,0.491739,0.889955,0.490909,0.091674,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.485656,0.432431,0.557661,0.344203,0.371372,0.303871,0.485656,0.314436,0.61586,0.915624,0.992553,0.092691,0.071624
3,0.199229,0.306247,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.380003,0.357853,0.443544,0.513092,0.488806,0.255527,0.380003,0.279156,0.491843,0.904311,0.490909,0.091109,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.523254,0.44229,0.64354,0.409558,0.392865,0.444818,0.523254,0.362548,0.684156,0.916211,0.992021,0.104429,0.071564
4,0.185795,0.337172,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.34615,0.30148,0.421552,0.402489,0.518213,0.316422,0.34615,0.264519,0.509508,0.884004,0.490909,0.108514,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.54794,0.457071,0.686422,0.445393,0.405146,0.509404,0.54794,0.397416,0.716596,0.919034,0.991489,0.107736,0.071552
5,0.174783,0.301074,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.322631,0.299609,0.364188,0.405554,0.450186,0.331881,0.322631,0.246406,0.532817,0.891961,0.490909,0.091409,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.57109,0.47363,0.722197,0.488207,0.427062,0.569728,0.57109,0.424359,0.747615,0.922452,0.989894,0.109392,0.071577
6,0.166058,0.369107,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.302941,0.25449,0.390406,0.333019,0.539238,0.341506,0.302941,0.239432,0.525041,0.871651,0.490909,0.114869,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.586818,0.484098,0.747669,0.500623,0.442036,0.612499,0.586818,0.44647,0.769242,0.92463,0.98883,0.110851,0.07162
7,0.158805,0.295584,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.396569,0.377595,0.450213,0.47568,0.48526,0.369314,0.396569,0.299975,0.553859,0.90529,0.490909,0.091512,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.601549,0.494535,0.770445,0.518497,0.454679,0.646224,0.601549,0.465827,0.786858,0.927058,0.989894,0.111708,0.071575
8,0.151663,0.309286,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.378265,0.361677,0.437044,0.350226,0.557128,0.349746,0.378265,0.307197,0.540499,0.901188,0.490909,0.093888,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.613404,0.502956,0.788508,0.535966,0.467098,0.679034,0.613404,0.484543,0.803876,0.928983,0.992021,0.11232,0.07155
9,0.145951,0.340497,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.367603,0.333558,0.432396,0.444432,0.453088,0.338484,0.367603,0.275483,0.543518,0.896173,0.490909,0.097763,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.624947,0.512428,0.803232,0.545545,0.466031,0.699541,0.624947,0.499778,0.814739,0.931098,0.989362,0.112297,0.071538
10,0.140235,0.436357,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.326015,0.278405,0.408741,0.345899,0.530349,0.345572,0.326015,0.262146,0.533807,0.876153,0.490909,0.114007,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.637153,0.523377,0.816399,0.565361,0.488733,0.721549,0.637153,0.517016,0.826658,0.933464,0.989894,0.11187,0.071581
11,0.135912,0.380121,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.351838,0.332777,0.391777,0.354658,0.534016,0.35319,0.351838,0.279818,0.560781,0.899211,0.490909,0.085634,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.645667,0.531713,0.824237,0.572702,0.490477,0.73168,0.645667,0.530338,0.832693,0.935332,0.989362,0.11108,0.071559
12,0.13053,0.358573,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.345337,0.348028,0.363633,0.446611,0.412219,0.288021,0.345337,0.264214,0.529519,0.903992,0.490909,0.076972,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.656603,0.541929,0.835892,0.588426,0.506842,0.745636,0.656603,0.546093,0.840339,0.937482,0.989894,0.110656,0.071596
13,0.126524,0.405721,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.317307,0.309624,0.352224,0.425974,0.466951,0.35594,0.317307,0.256919,0.552309,0.900785,0.490909,0.079111,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.666999,0.552374,0.844391,0.599194,0.514032,0.761949,0.666999,0.560362,0.849532,0.93965,0.98883,0.109717,0.071584
14,0.121919,0.415935,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.329413,0.308483,0.365141,0.405166,0.477106,0.324735,0.329413,0.26372,0.548447,0.891187,0.490909,0.090843,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.677957,0.56427,0.85144,0.612108,0.52536,0.775717,0.677957,0.574689,0.85778,0.942135,0.990957,0.108206,0.071575
15,0.116954,0.410306,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.358256,0.334805,0.406655,0.47184,0.427332,0.319472,0.358256,0.289226,0.536852,0.898165,0.490909,0.090039,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.688903,0.576378,0.858573,0.623982,0.537555,0.785383,0.688903,0.591657,0.863936,0.944579,0.992553,0.106801,0.071568
16,0.112889,0.393042,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.370586,0.346353,0.420135,0.402427,0.52145,0.34522,0.370586,0.306701,0.553836,0.899735,0.490909,0.091494,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.698833,0.587049,0.86518,0.637313,0.552441,0.794686,0.698833,0.604642,0.869693,0.946627,0.990957,0.105692,0.071585
17,0.107829,0.385184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.387358,0.392494,0.412908,0.498333,0.427336,0.331328,0.387358,0.311932,0.538529,0.908484,0.490909,0.081506,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.712722,0.604166,0.870802,0.648763,0.567285,0.808571,0.712722,0.624094,0.87836,0.949779,0.98617,0.10333,0.071569
18,0.103308,0.497633,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.252855,0.237292,0.281017,0.433536,0.427081,0.255968,0.252855,0.224582,0.532784,0.883591,0.490909,0.083214,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.72444,0.617819,0.87713,0.660653,0.580823,0.817595,0.72444,0.638956,0.884212,0.952254,0.992553,0.101786,0.071598
19,0.098293,0.376615,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.387841,0.35041,0.45421,0.428158,0.466458,0.346472,0.387841,0.333018,0.536052,0.898868,0.490909,0.097546,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.737645,0.635195,0.881527,0.67373,0.588848,0.820532,0.737645,0.65834,0.887405,0.955123,0.989894,0.099552,0.071595
20,0.093834,0.40324,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.342493,0.361047,0.350335,0.477239,0.44396,0.320333,0.342493,0.28641,0.55916,0.89984,0.490909,0.078766,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.750053,0.649626,0.889621,0.687288,0.605771,0.831007,0.750053,0.673189,0.89379,0.957559,0.992021,0.098228,0.071588
21,0.08889,0.510839,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.293004,0.309519,0.288267,0.382862,0.499551,0.248166,0.293004,0.258263,0.531771,0.900824,0.490909,0.06692,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.76318,0.666943,0.893828,0.699798,0.615707,0.828301,0.76318,0.691604,0.894081,0.9603,0.988298,0.096167,0.071631
22,0.084796,0.428875,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.351021,0.34548,0.376599,0.449591,0.457882,0.327792,0.351021,0.295984,0.552933,0.900807,0.490909,0.081376,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.774934,0.68214,0.898796,0.710982,0.634011,0.845287,0.774934,0.707798,0.903888,0.962651,0.993085,0.094472,0.071571
23,0.080464,0.50911,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.400722,0.307597,0.323579,0.417764,0.431015,0.278691,0.309886,0.26869,0.542926,0.898126,0.490909,0.075701,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.787185,0.699007,0.902328,0.723939,0.651069,0.849783,0.787185,0.722735,0.907566,0.965107,0.993085,0.092494,0.071558
24,0.076544,0.520807,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.313583,0.318336,0.324535,0.412843,0.457549,0.328713,0.313583,0.268772,0.55683,0.89956,0.490909,0.075502,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.798581,0.71429,0.906877,0.734194,0.662042,0.85752,0.798581,0.737156,0.912705,0.967299,0.993085,0.090951,0.071573
25,0.07205,0.481556,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.334066,0.324136,0.362908,0.432707,0.467616,0.296071,0.334066,0.2875,0.530175,0.897876,0.490909,0.083374,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.811321,0.730893,0.912768,0.742495,0.6724,0.85643,0.811321,0.754445,0.913348,0.969623,0.991489,0.089522,0.071606
26,0.070556,0.468253,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.341574,0.325372,0.366819,0.417467,0.473842,0.249944,0.341574,0.310825,0.517551,0.898276,0.490909,0.084028,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.815211,0.736873,0.913849,0.751587,0.684211,0.865142,0.815211,0.759703,0.918162,0.970417,0.991489,0.088877,0.07158
27,0.066215,0.527758,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.324531,0.300793,0.362967,0.402869,0.44986,0.265021,0.324531,0.297962,0.524685,0.891944,0.490909,0.089158,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.825969,0.750611,0.919701,0.759391,0.692603,0.867291,0.825969,0.774427,0.920167,0.972264,0.990957,0.087846,0.071574
28,0.063435,0.57455,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.31125,0.314146,0.316753,0.361711,0.478801,0.258898,0.31125,0.280679,0.533968,0.901385,0.490909,0.071496,0.075445,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.834998,0.76288,0.923355,0.774989,0.706606,0.875042,0.834998,0.785626,0.924838,0.973912,0.986702,0.086704,0.071575
